#genome	total_length	unique_name
G011046555	4030188	Sphingobacterium lactis
G011046895	4984190	Rhizobium rhizoryzae
G011046975	2588364	Microbacterium amylolyticum
G011047135	2916114	Microbacterium endophyticum
G011059105	4194314	Aliifodinibius halophilus
G011059125	4190739	bacterium SGD-2
G011064825	3383373	Brevundimonas mediterranea
G011065405	3468545	Succinivibrio dextrinosolvens
G011692745	23563336	Arthroderma uncinatum
G900000015	75385005	Plasmopara halstedii
G900000175	2829911	Estrella lausannensis
G900002335	18868541	Plasmodium chabaudi
G900002375	18563207	Plasmodium berghei
G900002385	22758955	Plasmodium yoelii
G900005615	4038190	Paracoccus aminovorans
G900005765	22617590	Plasmodium relictum
G900005855	25036323	Plasmodium gallinaceum
G900007165	9715646	Paraburkholderia piptadeniae
G900007375	38660286	Fusarium venenatum
G900009145	6785655	Planktothrix tepida
G900009265	6151601	Planktothrix paucivesiculata
G900010725	6277807	Planktothrix serta
G900010755	4436463	Paeniglutamicibacter antarcticus
G900012565	4679183	Agrobacterium salinitolerans
G900012575	5928558	Agrobacterium genomosp. 1
G900012595	5467990	Agrobacterium genomosp. 5
G900012615	5161612	Agrobacterium genomosp. 13
G900012635	1969648	Thermococcus chitonophagus
G900013495	5884602	Agrobacterium genomosp. 2
G900013505	5284001	Agrobacterium deltaense
G900013535	5529371	Agrobacterium genomosp. 3
G900014985	2902326	Kocuria varians
G900015005	1845503	Lactobacillus oligofermentans
G900016305	4008483	Pseudoclavibacter helvolus
G900018785	3689822	Xanthomonas massiliensis
G900019265	7283694	Paraburkholderia ribeironis
G900021165	5515867	Paenibacillus phocaensis
G900021175	4199930	Enterobacter timonensis
G900044055	9617253	Caballeronia calidae
G900046455	4058068	Cellulomonas timonensis
G900046475	2837126	Collinsella ihuae
G900048895	3671857	Neglecta timonensis
G900055185	5609626	Grimontia celer
G900059565	1642315	Murdochiella massiliensis
G900060185	5696563	Grimontia marina
G900063025	2099521	Campylobacter geochelonis
G900065875	2922338	Prevotella phocaeensis
G900067095	45210944	Fusarium proliferatum
G900067125	2955977	Trichococcus palustris
G900067155	3288792	Trichococcus collinsii
G900070325	2609352	Herbinix luporum
G900070355	2958880	Devriesea agamarum
G900074915	6345376	Pseudomonas cerasi
G900074925	32256462	Ramularia collo-cygni
G900078205	5390253	Chryseobacterium timonianum
G900078305	2255984	Corynebacterium bouchesdurhonense
G900078395	3409186	Anaerotruncus rubiinfantis
G900078545	1806764	Olegusella massiliensis
G900078665	6452331	Mycolicibacterium houstonense
G900078675	5929817	Mycobacterium interjectum
G900078685	4850727	Mycolicibacter icosiumassiliensis
G900078695	4485557	Bordetella trematum
G900078705	6205362	Bordetella ansorpii
G900078745	2388819	bacterium 2013Ark19i
G900079115	3034024	Saccharolobus solfataricus
G900079775	3765632	Prevotella lascolaii
G900079805	43832534	Fusarium fujikuroi
G900079995	5294320	Citrobacter europaeus
G900083545	3805285	Alistipes provencensis
G900086585	4661642	Emergencia timonensis
G900086595	3799549	Clostridium nigeriense
G900086655	5668692	Paenibacillus tuaregi
G900086705	4001073	Massilibacillus massiliensis
G900086715	4547696	Gracilibacillus timonensis
G900086725	4219647	Bariatricus massiliensis
G900087015	2650870	Christensenella timonensis
G900087055	3405979	Plesiomonas shigelloides
G900087635	2292467	Neisseria gonorrhoeae
G900088125	1851612	Peptoniphilus pacaensis
G900088425	2730705	Lactococcus lactis
G900088825	3842201	Thiomonas delicata
G900089075	2434636	Vaginella massiliensis
G900089455	4848101	Orrella dioscoreae
G900089565	1108629	Hydrotalea flava
G900089585	6885780	Micromonospora sediminicola
G900089595	6758600	Micromonospora auratinigra
G900089605	6612057	Micromonospora narathiwatensis
G900089775	4719023	Marinomonas spartinae
G900089835	5109154	Vibrio thalassae
G900089855	4992766	Vibrio atlanticus
G900089965	5396293	Vibrio celticus
G900090045	33613286	Plasmodium malariae
G900090055	1878916	Cuniculiplasma divulgatum
G900090105	6663308	Micromonospora humi
G900090215	298471	secondary endosymbiont of Trabutina mannipara
G900090225	7185395	Micromonospora eburnea
G900090235	7203233	Micromonospora echinaurantiaca
G900090245	6277145	Micromonospora halophytica
G900090265	7011369	Micromonospora rifamycinica
G900090275	7096032	Micromonospora zamorensis
G900090285	6708094	Micromonospora inositola
G900090295	6769793	Micromonospora coxensis
G900090305	6250219	Micromonospora siamensis
G900090315	7209019	Micromonospora citrea
G900090325	7762886	Micromonospora pallida
G900091415	6924030	Micromonospora inyonensis
G900091425	7074838	Micromonospora krabiensis
G900091435	6744255	Micromonospora chaiyaphumensis
G900091445	7002627	Micromonospora echinofusca
G900091455	6929787	Micromonospora coriariae
G900091465	7181620	Micromonospora rhizosphaerae
G900091475	6683711	Micromonospora chersina
G900091495	7775586	Micromonospora echinospora
G900091505	6897819	Micromonospora chokoriensis
G900091515	6674234	Micromonospora purpureochromogenes
G900091525	7756697	Micromonospora matsumotoense
G900091535	7942928	Micromonospora carbonacea
G900091545	7073985	Micromonospora viridifaciens
G900091555	6169139	Micromonospora mirobrigensis
G900091565	6062057	Micromonospora marina
G900091575	7104193	Micromonospora saelicesensis
G900091585	6363804	Micromonospora nigra
G900091595	7583315	Micromonospora haikouensis
G900091615	6524319	Micromonospora yangpuensis
G900091625	7365787	Micromonospora peucetia
G900091655	4410791	Culturomica massiliensis
G900091705	3083418	Clostridium mediterraneense
G900092025	4843995	Xanthomonas bromi
G900092135	3760949	Raineyella antarctica
G900092335	2793482	Corynebacterium phoceense
G900093775	4607442	Bacillus glycinifermentans
G900094545	6810094	Rhizobium miluonense
G900094555	7253224	Rhizobium hainanense
G900094565	7923530	Rhizobium lusitanum
G900094575	8203662	Bradyrhizobium yuanmingense
G900094585	7320237	Rhizobium multihospitium
G900094595	6125715	Cupriavidus alkaliphilus
G900094605	9165246	Bradyrhizobium shewense
G900094625	6558808	Rhizobium aethiopicum
G900094705	5075540	Chitinophaga costaii
G900094795	4817460	Kosakonia oryziphila
G900094835	1821461	Weissella bombi
G900094885	1633722	Bifidobacterium commune
G900094925	4842147	Kosakonia oryzendophytica
G900094935	2523725	Gilliamella intestini
G900094945	2320224	Gilliamella bombicola
G900095025	3046484	Acinetobacter albensis
G900095135	4414963	Proteiniphilum saccharofermentans
G900095295	2469595	Methanobacterium congolense
G900095385	2650537	Methanoculleus chikugoensis
G900095705	1809270	Fusobacterium massiliense
G900095795	3717632	Petrimonas mucosa
G900095815	1686891	Methanothermobacter wolfeii
G900095825	2670056	Acidaminococcus massiliensis
G900095845	1925391	Streptococcus timonensis
G900095855	1715884	Colibacter massiliensis
G900095865	2985450	Massilioclostridium coli
G900096565	4158170	Williamwhitmania taraxaci
G900096585	4040506	Sanguibacter gelidistatuariae
G900096895	3085821	Acinetobacter kookii
G900096905	2528041	Pelagirhabdus alkalitolerans
G900096915	2995199	Acinetobacter marinus
G900096945	4611123	Anaerobium acetethylicum
G900096955	2690765	Acinetobacter boissieri
G900096965	2582689	Bacillus lonarensis
G900096995	3781899	Acinetobacter puyangensis
G900097015	22192314	Plasmodium sp. gorilla clade G2
G900097105	3074078	Akkermansia glycaniphila
G900097965	2709539	Staphylococcus caeli
G900098745	3695608	Actinomyces glycerinitolerans
G900098805	3228438	Microbacteriaceae bacterium
G900098925	4146081	Bacillus massiliglaciei
G900099555	1623621	Peptoniphilus raoultii
G900099605	3620377	Alteribacillus persepolensis
G900099615	1185822	Borreliella japonica
G900099645	4487500	Pseudomonas peli
G900099655	3918256	Planomicrobium glaciei
G900099685	3935935	Chryseobacterium taeanense
G900099695	4535536	Propionivibrio dicarboxylicus
G900099705	3400178	Agrococcus jejuensis
G900099725	4735238	Rhodococcus triatomae
G900099735	3872641	Arthrobacter subterraneus
G900099745	4645135	Alteribacillus bidgolensis
G900099765	6742271	Paenibacillus typhae
G900099775	6729112	Rhizobium loessense
G900099785	5776190	Pseudomonas panipatensis
G900099815	2974200	Psychroflexus sediminis
G900099905	6811160	Mesorhizobium muleiense
G900099915	3809140	Flavobacterium omnivorum
G900099925	3660569	Aneurinibacillus thermoaerophilus
G900099935	5815354	Pseudoruegeria lutimaris
G900099945	6712571	Pseudomonas delhiensis
G900099965	11813164	Nonomuraea jiangxiensis
G900099975	4059532	Arthrobacter cupressi
G900099985	5988037	Thermostaphylospora chromogena
G900099995	4573732	Winogradskyella thalassocola
G900100005	3773473	Lutimaribacter saemankumensis
G900100015	5502866	Vibrio xiamenensis
G900100075	5168560	Chryseobacterium jejuense
G900100085	5613802	Salipiger marinus
G900100115	4136581	Chryseobacterium soldanellicola
G900100125	1761719	Dolosicoccus paucivorans
G900100155	4505424	Ancylobacter rudongensis
G900100165	3945693	Flavobacterium glycines
G900100175	4376263	Ferrimonas sediminum
G900100185	3303331	Natribacillus halophilus
G900100195	4167503	Halomonas gudaonensis
G900100255	3968192	Asticcacaulis taihuensis
G900100275	8672195	Lentzea violacea
G900100295	3155999	Salimicrobium halophilum
G900100315	8229076	Streptomyces indicus
G900100335	4641993	Natronorubrum texcoconense
G900100345	6031841	Paenibacillus tianmuensis
G900100355	3665114	Microbulbifer yueqingensis
G900100365	6388474	Pseudomonas cannabina
G900100375	4032977	Flavobacterium noncentrifugens
G900100385	3288216	Halovenus aranensis
G900100395	8269274	Nonomuraea maritima
G900100455	3497930	Roseospirillum parvum
G900100475	4842233	Sphingobium faniae
G900100495	5744004	Pseudomonas benzenivorans
G900100515	2185051	Fervidobacterium changbaicum
G900100535	5856660	Pseudomonas flavescens
G900100605	7059080	Sinosporangium album
G900100655	3039861	Limimonas halophila
G900100665	4297798	Pelagibacterium luteolum
G900100695	4451850	Klenkia brasiliensis
G900100705	5756341	Pedobacter terrae
G900100715	2948287	Methanolobus vulcani
G900100755	3757322	Halomonas taeanensis
G900100765	7108505	Catalinimonas alkaloidigena
G900100775	2028710	Facklamia miroungae
G900100785	4941313	Desulfosporosinus hippei
G900100795	7223511	Pseudomonas abietaniphila
G900100845	3107541	Natronincola ferrireducens
G900100875	3871911	Halopelagius longus
G900100885	3668670	Microbacterium pygmaeum
G900100925	4682248	Actinopolyspora saharensis
G900100955	8508868	Lechevalieria fradiae
G900100975	2761515	Methylophilus rhizosphaerae
G900101025	4219484	Klenkia marina
G900101065	2277831	Jeotgalicoccus halophilus
G900101075	2634860	Salinicoccus qingdaonensis
G900101085	7107763	Pseudomonas grimontii
G900101095	5004733	Actinopolyspora mzabensis
G900101105	3873068	Desulfovibrio ferrireducens
G900101115	3247991	Cryobacterium psychrotolerans
G900101125	3565341	Sediminibacillus albus
G900101165	2367422	Alkalibacterium thalassium
G900101175	4424321	Stenotrophomonas pavanii
G900101185	6695668	Pseudomonas gessardii
G900101275	2228375	Basfia succiniciproducens
G900101285	1776031	Desulfurella multipotens
G900101345	6536126	Desulfoluna spongiiphila
G900101355	2541082	Ruminococcus bromii
G900101385	3654887	Terribacillus halophilus
G900101395	6099882	Niabella drilacis
G900101435	6007000	Pedobacter soli
G900101465	5296070	Nocardioides lianchengensis
G900101475	4996422	Ruegeria marina
G900101495	4461228	Alkaliphilus peptidifermentans
G900101505	5259027	Mameliella alba
G900101525	2509504	Marinilactibacillus psychrotolerans
G900101685	6579523	Alloactinosynnema iranicum
G900101705	4669804	Algoriphagus faecimaris
G900101745	6172223	Glycomyces harbinensis
G900101785	4461788	Auraticoccus monumenti
G900101795	8977388	Paraburkholderia tuberum
G900101815	4853017	Pricia antarctica
G900101825	4428947	Aquimonas voraii
G900101835	1969033	Peptococcus niger
G900101845	5998961	Sporomusa acidovorans
G900101865	3524073	Paracoccus isoporae
G900101875	7207623	Mucilaginibacter pineti
G900101885	8745661	Dyadobacter soli
G900101895	3701845	Flavobacterium caeni
G900101905	9241836	Myxococcus virescens
G900101915	3063781	Psychrobacter pacificensis
G900101955	2790727	Desulfuromonas thiophila
G900101965	4212311	Rhodospira trueperi
G900101985	2989397	Bhargavaea beijingensis
G900101995	2137754	Riemerella columbipharyngis
G900102015	3912154	Limimaricola pyoseonensis
G900102025	2201247	Actinobaculum suis
G900102035	6674429	Pseudomonas extremaustralis
G900102045	6546498	Pseudomonas moorei
G900102055	3823026	Ulvibacter litoralis
G900102075	5872729	Salipiger thiooxidans
G900102085	6495807	Paenibacillus polysaccharolyticus
G900102095	7682177	Streptomyces jietaisiensis
G900102135	4722392	Microvirga guangxiensis
G900102145	2444037	Thermus arciformis
G900102195	6112610	Pseudonocardia oroxyli
G900102215	5266138	Fontibacillus panacisegetis
G900102225	2159652	Eubacterium pyruvativorans
G900102265	3960444	Chryseobacterium hungaricum
G900102305	4033277	Halorientalis regularis
G900102315	4443364	Celeribacter baekdonensis
G900102335	4546503	Pseudomonas seleniipraecipitans
G900102345	3215015	Leucobacter chromiiresistens
G900102365	2958846	[Clostridium] cocleatum
G900102375	3261859	Halorubrum xinjiangense
G900102395	2686728	Thermoanaerobacter thermohydrosulfuricus
G900102435	2861983	Sporolituus thermophilus
G900102455	4226993	Novosphingobium stygium
G900102465	5364368	Thalassobaculum litoreum
G900102505	3912065	Paracoccus tibetensis
G900102525	5279503	Bosea robiniae
G900102535	3936738	Sulfitobacter delicatus
G900102545	8625918	Chitinophaga filiformis
G900102595	6402819	Enterocloster lavalensis
G900102615	2166645	Geotoga petraea
G900102625	5258136	Acidovorax valerianellae
G900102635	5413905	Pseudomonas chengduensis
G900102675	5079594	Pseudomonas guariconensis
G900102685	3189582	Melghirimyces thermohalophilus
G900102695	3963881	Afifella marina
G900102725	2762487	Carnobacterium viridans
G900102745	4807028	Geodermatophilus telluris
G900102795	3994649	Epibacterium ulvae
G900102815	5604780	Glycomyces sambucus
G900102855	3564172	Thiohalomonas denitrificans
G900102875	4402969	Halomonas pantelleriensis
G900102885	3634530	Paracoccus chinensis
G900102905	3128101	Albidovulum xiamenense
G900102915	3261965	Salinimicrobium catena
G900102925	3743042	Muricauda zhangzhouensis
G900102945	4138850	Halomonas muralis
G900103005	3616409	Acidaminobacter hydrogenoformans
G900103035	3085084	Nitrosomonas mobilis
G900103085	2282667	Gilliamella mensalis
G900103135	2720040	Halarsenatibacter silvermanii
G900103185	3679641	Sulfitobacter litoralis
G900103215	6058182	Kriegella aquimaris
G900103225	5737499	Pseudomonas congelans
G900103255	2619596	Gilliamella bombi
G900103275	3156418	Tessaracoccus oleiagri
G900103285	6190301	Siphonobacter aquaeclarae
G900103325	7066026	Mesorhizobium qingshengii
G900103425	1701351	Allisonella histaminiformans
G900103445	6015966	Methylobacterium phyllostachyos
G900103455	8040578	Streptomyces wuyuanensis
G900103475	3118488	Maricaulis salignorans
G900103485	4797871	Fictibacillus solisalsi
G900103505	3770046	Haloarchaeobius iranensis
G900103535	2913776	Megasphaera paucivorans
G900103545	4280785	Pedobacter ruber
G900103615	3783018	Romboutsia lituseburensis
G900103625	2266470	Corynebacterium mycetoides
G900103645	3716375	Oryzisolibacter propanilivorax
G900103695	4149998	Sediminibacillus halophilus
G900103715	3770387	Halogranum gelatinilyticum
G900103735	4855387	Algoriphagus alkaliphilus
G900103755	3403665	Chryseobacterium taihuense
G900103775	8565619	Allokutzneria albata
G900103785	5207423	Geodermatophilus siccatus
G900103805	4041658	Cryobacterium flavum
G900103815	2704528	Lachnospira pectinoschiza
G900103835	2917655	Acetanaerobacterium elongatum
G900103845	5869269	Pseudomonas jinjuensis
G900103865	4142869	Halomonas arcis
G900103875	6502978	Pseudomonas arsenicoxydans
G900103885	3104316	Actinomyces ruminicola
G900103905	4442164	Lutimaribacter pacificus
G900103915	2950735	Tenuibacillus multivorans
G900103935	4224388	Nocardioides szechwanensis
G900103955	3778705	Bacillus daliensis
G900103975	4758585	Klenkia soli
G900103985	8221479	Streptomyces guanduensis
G900104005	7313862	Paraburkholderia sediminicola
G900104035	4591183	Aureimonas jatrophae
G900104045	2101136	Desulfonauticus submarinus
G900104065	4010028	Natronobacterium texcoconense
G900104115	4057346	Clostridium gasigenes
G900104135	3531169	Halomonas shengliensis
G900104175	8592479	Lentzea jiangxiensis
G900104185	4192720	Halobacillus aidingensis
G900104195	2737106	Cloacibacterium normanense
G900104205	6028335	Belnapia rosea
G900104215	3602785	Desulfonatronum thiosulfatophilum
G900104245	2206961	Idiomarina indica
G900104265	5084671	Pseudomonas guguanensis
G900104305	3847374	Filomicrobium insigne
G900104415	2912927	Eubacterium oxidoreducens
G900104445	5011320	Desulforhopalus singaporensis
G900104455	4131042	Dendrosporobacter quercicolus
G900104475	5038810	Actinopolyspora xinjiangensis
G900104485	5095108	Bauldia litoralis
G900104515	5611085	Acidovorax cattleyae
G900104525	3942164	Phycicoccus dokdonensis
G900104535	5013970	Nakamurella panacisegetis
G900104555	4790359	Bacillus salsus
G900104575	4863831	Bacillus tuaregi
