#genome	domain	phylum	class	order	family	genus	species	total_length	unique_name
G000005825	Bacteria	 Firmicutes	 Bacilli	 Bacillales_H	 Bacillaceae_D	 Bacillus_S	 Bacillus_S pseudofirmus	4249288	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_S; s__Bacillus_S pseudofirmus
G007990545	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Leptotrichia	 Leptotrichia wadei	2337438	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia wadei
G007991475	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Cellulomonadaceae	 Actinotalea	 Actinotalea fermentans	3737938	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Actinotalea; s__Actinotalea fermentans
G007992495	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Reyranellales	 Reyranellaceae	 Reyranella	 Reyranella soli	9854492	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella; s__Reyranella soli
G007993035	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Vicingaceae	 Vicingus	 Vicingus serpentipes	2919338	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Vicingaceae; g__Vicingus; s__Vicingus serpentipes
G007993655	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Deianiraeaceae	 Deianiraea	 Deianiraea vastatrix	1205153	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Deianiraeaceae; g__Deianiraea; s__Deianiraea vastatrix
G007993755	Bacteria	 Myxococcota	 Bradymonadia	 Bradymonadales	 Bradymonadaceae	 V1718	 V1718 sp007993755	5847748	d__Bacteria; p__Myxococcota; c__Bradymonadia; o__Bradymonadales; f__Bradymonadaceae; g__V1718; s__V1718 sp007993755
G007994075	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Pseudonocardiaceae	 Pseudonocardia	 Pseudonocardia hierapolitana	8856958	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia hierapolitana
G007995015	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Luteibaculaceae	 Luteibaculum	 Luteibaculum oceani	2924528	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Luteibaculaceae; g__Luteibaculum; s__Luteibaculum oceani
G007995095	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingorhabdus_C	 Sphingorhabdus_C soli	2587133	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus_C; s__Sphingorhabdus_C soli
G007995215	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 WX04	 WX04 sp007995215	3781701	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__WX04; s__WX04 sp007995215
G007996965	Bacteria	 Cyanobacteria	 Cyanobacteriia	 PCC-6307	 Cyanobiaceae	 OmCyn01	 OmCyn01 sp007996965	1879218	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__OmCyn01; s__OmCyn01 sp007996965
G007998125	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia	 Escherichia coli	5298958	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia; s__Escherichia coli
G008000815	Bacteria	 Acidobacteriota	 Acidobacteriae	 Acidobacteriales	 Acidobacteriaceae	 Terriglobus_A	 Terriglobus_A albidus	6405582	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae; g__Terriglobus_A; s__Terriglobus_A albidus
G008001035	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Microbacteriaceae	 Homoserinimonas	 Homoserinimonas sp008001035	2835338	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Homoserinimonas; s__Homoserinimonas sp008001035
G008001235	Bacteria	 Desulfobacterota_I	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Pseudodesulfovibrio	 Pseudodesulfovibrio sp008001235	3886744	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Pseudodesulfovibrio; s__Pseudodesulfovibrio sp008001235
G008012175	Bacteria	 Patescibacteria	 Paceibacteria	 Moranbacterales	 UBA1568	 SSEF01	 SSEF01 sp008012175	1023983	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Moranbacterales; f__UBA1568; g__SSEF01; s__SSEF01 sp008012175
G008012255	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 	 	 	1862886	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__; g__; s__
G008014345	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 UBA6910	 Pelomicrobium	 Pelomicrobium methylotrophicum	3328396	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__UBA6910; g__Pelomicrobium; s__Pelomicrobium methylotrophicum
G008014775	Bacteria	 Firmicutes	 Bacilli	 Bacillales_H	 Salisediminibacteriaceae	 Alkalicoccus	 Alkalicoccus halolimnae	3669819	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Alkalicoccus; s__Alkalicoccus halolimnae
G008015595	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Nitrosomonadaceae	 Nitrosomonas	 Nitrosomonas sp008015595	2560620	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas sp008015595
G008017755	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 VRTS01	 VRTS01 sp008017755	3026132	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__VRTS01; s__VRTS01 sp008017755
G008033235	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Anseongella	 Anseongella ginsenosidimutans	4322684	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Anseongella; s__Anseongella ginsenosidimutans
G008033425	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella	 Klebsiella pneumoniae	494108	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__Klebsiella pneumoniae
G008035925	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Stieleria	 Stieleria maiorica	9894293	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Stieleria; s__Stieleria maiorica
G008039555	Bacteria	 Firmicutes	 Bacilli	 Bacillales_D	 Amphibacillaceae	 Cerasibacillus	 Cerasibacillus terrae	3062164	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D; f__Amphibacillaceae; g__Cerasibacillus; s__Cerasibacillus terrae
G008039575	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 SCN-69-89	 SCN-69-89 sp008039575	3828963	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__SCN-69-89; s__SCN-69-89 sp008039575
G008039615	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Reyranellales	 Reyranellaceae	 SYSU-D60007	 SYSU-D60007 sp008039615	8759541	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__SYSU-D60007; s__SYSU-D60007 sp008039615
G008040105	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Microbacteriaceae	 Lacisediminihabitans	 Lacisediminihabitans profunda	4019980	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Lacisediminihabitans; s__Lacisediminihabitans profunda
G008064665	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Halieaceae	 Parahaliea	 Parahaliea maris	4846287	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Parahaliea; s__Parahaliea maris
G008065155	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 SW4	 SW4 sp002732825	3541053	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__SW4; s__SW4 sp002732825
G008080535	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 UBA2212	 UBA2212 sp009773735	1850863	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__UBA2212; s__UBA2212 sp009773735
G008080745	Archaea	 Asgardarchaeota	 Thorarchaeia	 Thorarchaeales	 Thorarchaeaceae	 SHMX01	 SHMX01 sp008080745	3162341	d__Archaea; p__Asgardarchaeota; c__Thorarchaeia; o__Thorarchaeales; f__Thorarchaeaceae; g__SHMX01; s__SHMX01 sp008080745
G008081195	Bacteria	 Chloroflexota	 Dehalococcoidia	 UBA1151	 UBA1328	 	 	1125829	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA1151; f__UBA1328; g__; s__
G008085915	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Oceaniglobus	 Oceaniglobus sp008085915	5357334	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Oceaniglobus; s__Oceaniglobus sp008085915
G008086585	Bacteria	 Firmicutes_A	 Clostridia	 Eubacteriales	 Alkalibacteraceae	 Alkalibaculum	 Alkalibaculum bacchi	3112049	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Eubacteriales; f__Alkalibacteraceae; g__Alkalibaculum; s__Alkalibaculum bacchi
G008087055	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Litoricolaceae	 HIMB30	 HIMB30 sp008087055	1935370	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Litoricolaceae; g__HIMB30; s__HIMB30 sp008087055
G008087345	Bacteria	 Actinobacteriota	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 Marmoricola_A	 Marmoricola_A caldifontis	4806874	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola_A; s__Marmoricola_A caldifontis
G008119665	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Pigmentiphaga	 Pigmentiphaga aceris	6165255	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pigmentiphaga; s__Pigmentiphaga aceris
G008124615	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Desulfuromonadales	 Geothermobacteraceae	 Geothermobacter	 Geothermobacter ehrlichii	3236590	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadales; f__Geothermobacteraceae; g__Geothermobacter; s__Geothermobacter ehrlichii
G008125075	Bacteria	 Firmicutes_A	 Clostridia	 Acetivibrionales	 Acetivibrionaceae	 Herbivorax	 Herbivorax alkalicellulosi	5307266	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Acetivibrionales; f__Acetivibrionaceae; g__Herbivorax; s__Herbivorax alkalicellulosi
G008180195	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium phlebotomi	5198502	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium phlebotomi
G008189285	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 1604HC	 Cytomitobacter	 Cytomitobacter indipagum	628024	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__1604HC; g__Cytomitobacter; s__Cytomitobacter indipagum
G008189525	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 1604HC	 Nesciobacter	 Nesciobacter abundans	616088	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__1604HC; g__Nesciobacter; s__Nesciobacter abundans
G008189685	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Sneabacter	 Sneabacter namystus	633163	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Sneabacter; s__Sneabacter namystus
G008271475	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Tabrizicola	 Tabrizicola thermarum	3650166	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tabrizicola; s__Tabrizicola thermarum
G008273775	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia	 Escherichia coli	5783951	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia; s__Escherichia coli
G008274215	Bacteria	 Firmicutes_A	 Thermoanaerobacteria	 Thermoanaerobacterales	 UBA4877	 Calorimonas	 Calorimonas adulescens	2597011	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales; f__UBA4877; g__Calorimonas; s__Calorimonas adulescens
G008312895	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Luteimonas	 Luteimonas sp008312895	4406351	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__Luteimonas sp008312895
G008326325	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmoidaceae	 Eperythrozoon_B	 Eperythrozoon_B haemohominis	968286	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmoidaceae; g__Eperythrozoon_B; s__Eperythrozoon_B haemohominis
G008329945	Bacteria	 Spirochaetota	 Spirochaetia	 Spirochaetales_E	 DSM-19205	 Thiospirochaeta	 Thiospirochaeta perfilievii	3700603	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_E; f__DSM-19205; g__Thiospirochaeta; s__Thiospirochaeta perfilievii
G008329965	Bacteria	 Spirochaetota	 Spirochaetia	 Spirochaetales_E	 Spirochaetaceae_B	 Oceanispirochaeta	 Oceanispirochaeta crateris	4012482	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_E; f__Spirochaetaceae_B; g__Oceanispirochaeta; s__Oceanispirochaeta crateris
G008349105	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter_D	 Campylobacter_D jejuni	1959734	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter_D; s__Campylobacter_D jejuni
G008363075	Bacteria	 Patescibacteria	 ABY1	 SG8-24	 2-12-FULL-60-25	 RHKK01	 RHKK01 sp008363075	1099624	d__Bacteria; p__Patescibacteria; c__ABY1; o__SG8-24; f__2-12-FULL-60-25; g__RHKK01; s__RHKK01 sp008363075
G008363155	Bacteria	 Planctomycetota	 Phycisphaerae	 UBA1845	 UBA1845	 JABWBH01	 JABWBH01 sp013360585	4402098	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845; f__UBA1845; g__JABWBH01; s__JABWBH01 sp013360585
G008363175	Bacteria	 Proteobacteria	 Gammaproteobacteria	 GCA-2729495	 GCA-2729495	 QUBU01	 QUBU01 sp014337915	2294003	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__GCA-2729495; f__GCA-2729495; g__QUBU01; s__QUBU01 sp014337915
G008363275	Bacteria	 Bacteroidota	 Ignavibacteria	 Ignavibacteriales	 Ignavibacteriaceae	 IGN2	 IGN2 sp013285405	3442246	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae; g__IGN2; s__IGN2 sp013285405
G008363385	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 UBA5066	 UBA5066	 RHKY01	 RHKY01 sp008363385	5899415	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066; f__UBA5066; g__RHKY01; s__RHKY01 sp008363385
G008365295	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Microbacteriaceae	 Agromyces	 Agromyces intestinalis	3800200	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__Agromyces intestinalis
G008373095	Bacteria	 Chloroflexota	 Dehalococcoidia	 SAR202	 UBA826	 UBA11996	 UBA11996 sp002320875	1954033	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202; f__UBA826; g__UBA11996; s__UBA11996 sp002320875
G008373895	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium striatum	2826087	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium striatum
G008375315	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiohalomonadales	 Thiohalomonadaceae	 BW-2	 BW-2 sp008375315	4074140	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiohalomonadales; f__Thiohalomonadaceae; g__BW-2; s__BW-2 sp008375315
G008386575	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 BN140002	 BN140002 sp008386575	5359275	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__BN140002; s__BN140002 sp008386575
G008386585	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Pseudonocardiaceae	 AN110305	 AN110305 sp008386585	9304858	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__AN110305; s__AN110305 sp008386585
G008389435	Archaea	 Thermoproteota	 Nitrososphaeria	 Nitrososphaerales	 Nitrososphaeraceae	 Nitrosocosmicus	 Nitrosocosmicus sp008389435	3225341	d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus; s__Nitrosocosmicus sp008389435
G008501635	Bacteria	 Proteobacteria	 Gammaproteobacteria	 QQUJ01	 QQUJ01	 QQUJ01	 QQUJ01 sp008501635	3930289	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__QQUJ01; f__QQUJ01; g__QQUJ01; s__QQUJ01 sp008501635
G008501685	Bacteria	 Chloroflexota	 Anaerolineae	 Anaerolineales	 UBA11579	 CFX15	 CFX15 sp013112575	5495446	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__UBA11579; g__CFX15; s__CFX15 sp013112575
G008501705	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Pukyongia	 Pukyongia sp008501705	3088043	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Pukyongia; s__Pukyongia sp008501705
G008501825	Bacteria	 Planctomycetota	 UBA1135	 UBA1135	 UBA1135	 QQUA01	 QQUA01 sp008501825	5725111	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__UBA1135; g__QQUA01; s__QQUA01 sp008501825
G008534395	Bacteria	 SZUA-79	 SZUA-79	 Acidulodesulfobacterales	 SZUA-79	 Acidulodesulfobacterium	 Acidulodesulfobacterium acidiphilum	2094536	d__Bacteria; p__SZUA-79; c__SZUA-79; o__Acidulodesulfobacterales; f__SZUA-79; g__Acidulodesulfobacterium; s__Acidulodesulfobacterium acidiphilum
G008629675	Bacteria	 Planctomycetota	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Stieleria	 Stieleria nitratireducens	8199042	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Stieleria; s__Stieleria nitratireducens
G008630065	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Blastochloris	 Blastochloris sulfoviridis	3847134	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Blastochloris; s__Blastochloris sulfoviridis
G008630155	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Rhodovastum	 Rhodovastum atsumiense	7102390	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rhodovastum; s__Rhodovastum atsumiense
G008630495	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Maricaulaceae	 Oceanicaulis	 Oceanicaulis satelles	2888774	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Maricaulaceae; g__Oceanicaulis; s__Oceanicaulis satelles
G008632455	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylomonadaceae	 Methylomonas	 Methylomonas rhizoryzae	4554005	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methylomonas; s__Methylomonas rhizoryzae
G008633865	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter_D	 Campylobacter_D sp008633915	1593243	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter_D; s__Campylobacter_D sp008633915
G008634845	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Azobacteroidaceae	 Azobacteroides	 	4851409	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Azobacteroidaceae; g__Azobacteroides; s__
G008636085	Bacteria	 Verrucomicrobiota	 Kiritimatiellae	 JAAZAB01	 VSJD01	 VSJD01	 VSJD01 sp008636095	3865809	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__JAAZAB01; f__VSJD01; g__VSJD01; s__VSJD01 sp008636095
G008636105	Bacteria	 Planctomycetota	 Brocadiae	 Brocadiales	 Scalinduaceae	 Scalindua_A	 Scalindua_A sediminis	2957044	d__Bacteria; p__Planctomycetota; c__Brocadiae; o__Brocadiales; f__Scalinduaceae; g__Scalindua_A; s__Scalindua_A sediminis
G008636115	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales_A	 Rhizobiaceae_A	 QLZD01	 QLZD01 sp008636115	1971007	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A; f__Rhizobiaceae_A; g__QLZD01; s__QLZD01 sp008636115
G008641065	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Rhabdaerophilum	 Rhabdaerophilum calidifontis	3086669	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Rhabdaerophilum; s__Rhabdaerophilum calidifontis
G008642235	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Microbacteriaceae	 Planctomonas	 Planctomonas sp008642235	3290888	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Planctomonas; s__Planctomonas sp008642235
G008667375	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 Fimenecus	 Fimenecus sp000432435	2074182	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Fimenecus; s__Fimenecus sp000432435
